Origem;UF_Origem;Destino;UF_Destino;Passageiros(PAX);viagens necessárias em regime de eficiência (ICM);empresas;classificação do mercado
Dom Eliseu;PA;Timon;MA;146;6;3;SUBSIDIÁRIO
Dom Eliseu;PA;Uberlandia;MG;8;1;1;SUBSIDIÁRIO
Dom Eliseu;PA;Uruacu;GO;13;1;5;SUBSIDIÁRIO
Dom Expedito Lopes;PI;Fortaleza;CE;33;2;1;SUBSIDIÁRIO
Dom Pedrito;RS;Florianopolis;SC;384;14;1;SUBSIDIÁRIO
Dom Pedrito;RS;Itajai;SC;157;6;1;SUBSIDIÁRIO
Dom Pedrito;RS;Itapema;SC;65;3;1;SUBSIDIÁRIO
Dom Pedrito;RS;Joinville;SC;41;2;1;SUBSIDIÁRIO
Dom Pedrito;RS;Sao Paulo;SP;8;1;1;SUBSIDIÁRIO
Dom Pedrito;RS;Sombrio;SC;8;1;1;SUBSIDIÁRIO
Dom Pedrito;RS;Tijucas;SC;7;1;1;SUBSIDIÁRIO
Dom Pedrito;RS;Tubarao;SC;13;1;1;SUBSIDIÁRIO
Dom Pedro;MA;Guarai;TO;3;1;3;SUBSIDIÁRIO
Dom Pedro;MA;Gurupi;TO;2;1;2;SUBSIDIÁRIO
Dom Pedro;MA;Palmas;TO;3;1;1;SUBSIDIÁRIO
Dom Pedro;MA;Paraiso Do Tocantins;TO;16;1;3;SUBSIDIÁRIO
Dom Pedro;MA;Porangatu;GO;7;1;2;SUBSIDIÁRIO
Dom Pedro;MA;Uruacu;GO;3;1;2;SUBSIDIÁRIO
Dores Do Rio Preto;ES;Espera Feliz;MG;776;28;1;SUBSIDIÁRIO
Dourados;MS;Florianopolis;SC;1978;71;2;SUBSIDIÁRIO
Dourados;MS;Francisco Alves;PR;7;1;1;SUBSIDIÁRIO
Dourados;MS;Francisco Beltrao;PR;2806;101;3;SUBSIDIÁRIO
Dourados;MS;Frederico Westphalen;RS;563;21;5;SUBSIDIÁRIO
Dourados;MS;General Carneiro;MT;8;1;1;SUBSIDIÁRIO
Dourados;MS;Girua;RS;88;4;1;SUBSIDIÁRIO
Dourados;MS;Goiania;GO;690;25;2;SUBSIDIÁRIO
Dourados;MS;Guaira;PR;3597;129;6;SUBSIDIÁRIO
Dourados;MS;Guaraciaba;SC;167;6;1;SUBSIDIÁRIO
Dourados;MS;Guaraniacu;PR;17;1;1;SUBSIDIÁRIO
Dourados;MS;Guaranta Do Norte;MT;2009;72;1;SUBSIDIÁRIO
Dourados;MS;Guaruja Do Sul;SC;70;3;1;SUBSIDIÁRIO
Dourados;MS;Horizontina;RS;131;5;1;SUBSIDIÁRIO
Dourados;MS;Ijui;RS;970;35;1;SUBSIDIÁRIO
Dourados;MS;Ipora;PR;34;2;1;SUBSIDIÁRIO
Dourados;MS;Irai;RS;188;7;2;SUBSIDIÁRIO
Dourados;MS;Itaituba;PA;239;9;1;SUBSIDIÁRIO
Dourados;MS;Itajai;SC;980;35;2;SUBSIDIÁRIO
Dourados;MS;Itapema;SC;10;1;1;SUBSIDIÁRIO
Dourados;MS;Itaruma;GO;93;4;2;SUBSIDIÁRIO
Dourados;MS;Itauba;MT;6;1;1;SUBSIDIÁRIO
Dourados;MS;Jaciara;MT;105;4;2;SUBSIDIÁRIO
Dourados;MS;Ji-Parana;RO;409;15;2;SUBSIDIÁRIO
Dourados;MS;Joacaba;SC;194;7;1;SUBSIDIÁRIO
Dourados;MS;Juara;MT;30;2;1;SUBSIDIÁRIO
Dourados;MS;Juina;MT;310;12;2;SUBSIDIÁRIO
Dourados;MS;Lajeado;RS;1104;40;2;SUBSIDIÁRIO
Dourados;MS;Laranjeiras Do Sul;PR;35;2;1;SUBSIDIÁRIO
Dourados;MS;Londrina;PR;3708;133;1;SUBSIDIÁRIO
Dourados;MS;Lucas Do Rio Verde;MT;1594;57;2;SUBSIDIÁRIO
Dourados;MS;Maravilha;SC;505;19;4;SUBSIDIÁRIO
Dourados;MS;Marechal Candido Rondon;PR;2291;82;5;SUBSIDIÁRIO
Dourados;MS;Marmeleiro;PR;288;11;2;SUBSIDIÁRIO
Dourados;MS;Nobres;MT;41;2;2;SUBSIDIÁRIO
Dourados;MS;Nonoai;RS;2;1;1;SUBSIDIÁRIO
Dourados;MS;Nova Canaa Do Norte;MT;6;1;1;SUBSIDIÁRIO
Dourados;MS;Nova Mutum;MT;1638;59;3;SUBSIDIÁRIO
Dourados;MS;Nova Santa Helena;MT;19;1;1;SUBSIDIÁRIO
Dourados;MS;Nova Xavantina;MT;273;10;1;SUBSIDIÁRIO
Dourados;MS;Novo Progresso;PA;609;22;1;SUBSIDIÁRIO
Dourados;MS;Osasco;SP;251;9;1;SUBSIDIÁRIO
Dourados;MS;Ourinhos;SP;683;25;2;SUBSIDIÁRIO
Dourados;MS;Palmitinho;RS;24;1;1;SUBSIDIÁRIO
Dourados;MS;Palmitos;SC;152;6;2;SUBSIDIÁRIO
Dourados;MS;Palotina;PR;3018;108;3;SUBSIDIÁRIO
Dourados;MS;Passo Fundo;RS;245;9;2;SUBSIDIÁRIO
Dourados;MS;Pato Branco;PR;2130;77;4;SUBSIDIÁRIO
Dourados;MS;Perobal;PR;43;2;1;SUBSIDIÁRIO
Dourados;MS;Perola Do Oeste;PR;0;0;1;SUBSIDIÁRIO
Dourados;MS;Pimenta Bueno;RO;422;16;2;SUBSIDIÁRIO
Dourados;MS;Piracicaba;SP;922;33;1;SUBSIDIÁRIO
Dourados;MS;Ponte Serrada;SC;11;1;1;SUBSIDIÁRIO
Dourados;MS;Pontes E Lacerda;MT;352;13;3;SUBSIDIÁRIO
Dourados;MS;Porto Alegre Do Norte;MT;59;3;1;SUBSIDIÁRIO
Dourados;MS;Porto Alegre;RS;3625;130;3;SUBSIDIÁRIO
Dourados;MS;Porto Dos Gauchos;MT;3;1;1;SUBSIDIÁRIO
Dourados;MS;Porto Velho;RO;351;13;2;SUBSIDIÁRIO
Dourados;MS;Pouso Redondo;SC;12;1;1;SUBSIDIÁRIO
Dourados;MS;Primavera Do Leste;MT;2236;80;3;SUBSIDIÁRIO
Dourados;MS;Realeza;PR;812;29;2;SUBSIDIÁRIO
Dourados;MS;Redencao;PA;147;6;1;SUBSIDIÁRIO
Dourados;MS;Ribeirao Cascalheira;MT;153;6;1;SUBSIDIÁRIO
Dourados;MS;Rio Branco;AC;72;3;1;SUBSIDIÁRIO
Dourados;MS;Rio Do Sul;SC;238;9;1;SUBSIDIÁRIO
Dourados;MS;Rio Verde;GO;139;5;2;SUBSIDIÁRIO
Dourados;MS;Rondonopolis;MT;4764;171;5;SUBSIDIÁRIO
Dourados;MS;Rosario Oeste;MT;3;1;3;SUBSIDIÁRIO
Dourados;MS;Santa Rosa;RS;842;31;1;SUBSIDIÁRIO
Dourados;MS;Santana Do Araguaia;PA;83;3;1;SUBSIDIÁRIO
Dourados;MS;Santarem;PA;481;18;1;SUBSIDIÁRIO
Dourados;MS;Santo Angelo;RS;720;26;1;SUBSIDIÁRIO
Dourados;MS;Santo Antonio Do Sudoeste;PR;288;11;3;SUBSIDIÁRIO
Dourados;MS;Sao Jose Do Cedro;SC;218;8;2;SUBSIDIÁRIO
Dourados;MS;Sao Leopoldo;RS;810;29;1;SUBSIDIÁRIO
Dourados;MS;Sao Lourenco Do Oeste;SC;144;6;1;SUBSIDIÁRIO
Dourados;MS;Sao Martinho;RS;168;6;1;SUBSIDIÁRIO
Dourados;MS;Sao Miguel Do Oeste;SC;1193;43;5;SUBSIDIÁRIO
Dourados;MS;Sarandi;RS;381;14;2;SUBSIDIÁRIO
Dourados;MS;Sinop;MT;4973;178;4;SUBSIDIÁRIO
Dourados;MS;Sorriso;MT;2720;98;3;SUBSIDIÁRIO
Dourados;MS;Tangara Da Serra;MT;463;17;1;SUBSIDIÁRIO
Dourados;MS;Tenente Portela;RS;275;10;1;SUBSIDIÁRIO
Dourados;MS;Terra Roxa;PR;43;2;2;SUBSIDIÁRIO
Dourados;MS;Tijucas;SC;2;1;1;SUBSIDIÁRIO
Dourados;MS;Toledo;PR;3767;135;7;SUBSIDIÁRIO
Dourados;MS;Tres De Maio;RS;288;11;1;SUBSIDIÁRIO
Dourados;MS;Tres Passos;RS;363;13;1;SUBSIDIÁRIO
Dourados;MS;Tucunduva;RS;54;2;1;SUBSIDIÁRIO
Dourados;MS;Tuparendi;RS;74;3;1;SUBSIDIÁRIO
Dourados;MS;Vila Rica;MT;77;3;1;SUBSIDIÁRIO
Dourados;MS;Vilhena;RO;502;18;3;SUBSIDIÁRIO
Dourados;MS;Xanxere;SC;346;13;3;SUBSIDIÁRIO
Dourados;MS;Xaxim;SC;8;1;1;SUBSIDIÁRIO
Dracena;SP;Fronteira;MG;4;1;1;SUBSIDIÁRIO
Dracena;SP;Frutal;MG;22;1;1;SUBSIDIÁRIO
Dracena;SP;Goiania;GO;142;6;1;SUBSIDIÁRIO
Dracena;SP;Itumbiara;GO;20;1;1;SUBSIDIÁRIO
Dracena;SP;Resende;RJ;499;18;1;SUBSIDIÁRIO
Dracena;SP;Ribas Do Rio Pardo;MS;102;4;2;SUBSIDIÁRIO
Dracena;SP;Rio De Janeiro;RJ;208;8;1;SUBSIDIÁRIO
Dracena;SP;Tres Lagoas;MS;3479;125;2;SUBSIDIÁRIO
Dracena;SP;Uberlandia;MG;54;2;1;SUBSIDIÁRIO
Dracena;SP;Volta Redonda;RJ;39;2;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Frutal;MG;7;1;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Guaratingueta;SP;3;1;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Juiz De Fora;MG;1846;66;2;SUBSIDIÁRIO
Duque De Caxias;RJ;Limeira;SP;372;14;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Olimpia;SP;76;3;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Rio Claro;SP;155;6;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Santos Dumont;MG;31;2;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Sao Carlos;SP;152;6;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Sao Jose Do Rio Preto;SP;723;26;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Sao Jose Dos Campos;SP;1255;45;2;SUBSIDIÁRIO
Duque De Caxias;RJ;Senhor Do Bonfim;BA;1;1;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Vila Velha;ES;499;18;1;SUBSIDIÁRIO
Duque De Caxias;RJ;Vitoria;ES;1231;44;1;SUBSIDIÁRIO
Echapora;SP;Londrina;PR;117;5;1;SUBSIDIÁRIO
Echapora;SP;Maringa;PR;14;1;1;SUBSIDIÁRIO
Echapora;SP;Sertanopolis;PR;5;1;1;SUBSIDIÁRIO
Eldorado;MS;Francisco Beltrao;PR;109;4;2;SUBSIDIÁRIO
Eldorado;MS;Frederico Westphalen;RS;3;1;1;SUBSIDIÁRIO
Eldorado;MS;General Carneiro;MT;2;1;1;SUBSIDIÁRIO
Eldorado;MS;Girua;RS;2;1;1;SUBSIDIÁRIO
Eldorado;MS;Guaira;PR;860;31;3;SUBSIDIÁRIO
Eldorado;MS;Guaraciaba;SC;18;1;1;SUBSIDIÁRIO
Eldorado;MS;Horizontina;RS;10;1;1;SUBSIDIÁRIO
Eldorado;MS;Ijui;RS;1;1;1;SUBSIDIÁRIO
Eldorado;MS;Ipora;PR;22;1;1;SUBSIDIÁRIO
Eldorado;MS;Irai;RS;2;1;1;SUBSIDIÁRIO
Eldorado;MS;Juina;MT;47;2;1;SUBSIDIÁRIO
Eldorado;MS;Londrina;PR;600;22;1;SUBSIDIÁRIO
Eldorado;MS;Maravilha;SC;14;1;1;SUBSIDIÁRIO
Eldorado;MS;Marechal Candido Rondon;PR;211;8;2;SUBSIDIÁRIO
Eldorado;MS;Maringa;PR;1604;58;1;SUBSIDIÁRIO
Eldorado;MS;Nova Mutum;MT;1;1;1;SUBSIDIÁRIO
Eldorado;MS;Novo Progresso;PA;45;2;1;SUBSIDIÁRIO
Eldorado;MS;Palmitos;SC;17;1;1;SUBSIDIÁRIO
Eldorado;MS;Pato Branco;PR;2;1;2;SUBSIDIÁRIO
Eldorado;MS;Perobal;PR;40;2;1;SUBSIDIÁRIO
Eldorado;MS;Porto Alegre Do Norte;MT;1;1;1;SUBSIDIÁRIO
Eldorado;MS;Porto Alegre;RS;116;5;1;SUBSIDIÁRIO
Eldorado;MS;Primavera Do Leste;MT;37;2;1;SUBSIDIÁRIO
Eldorado;MS;Realeza;PR;18;1;1;SUBSIDIÁRIO
Eldorado;MS;Ribeirao Cascalheira;MT;14;1;1;SUBSIDIÁRIO
Eldorado;MS;Rondonopolis;MT;9;1;2;SUBSIDIÁRIO
Eldorado;MS;Santa Rosa;RS;29;2;1;SUBSIDIÁRIO
Eldorado;MS;Santo Angelo;RS;19;1;1;SUBSIDIÁRIO
Eldorado;MS;Santo Antonio Do Sudoeste;PR;14;1;1;SUBSIDIÁRIO
Eldorado;MS;Sao Jose Do Cedro;SC;12;1;1;SUBSIDIÁRIO
Eldorado;MS;Sao Martinho;RS;4;1;1;SUBSIDIÁRIO
Eldorado;MS;Sao Miguel Do Oeste;SC;44;2;1;SUBSIDIÁRIO
Eldorado;MS;Tangara Da Serra;MT;59;3;1;SUBSIDIÁRIO
Eldorado;MS;Tenente Portela;RS;4;1;1;SUBSIDIÁRIO
Eldorado;MS;Toledo;PR;88;4;3;SUBSIDIÁRIO
Eldorado;MS;Umuarama;PR;141;6;1;SUBSIDIÁRIO
Elesbao Veloso;PI;Petrolina;PE;52;2;1;SUBSIDIÁRIO
Eliseu Martins;PI;Formosa Do Rio Preto;BA;2;1;1;SUBSIDIÁRIO
Eliseu Martins;PI;Goiania;GO;127;5;2;SUBSIDIÁRIO
Eliseu Martins;PI;Luis Eduardo Magalhaes;BA;13;1;2;SUBSIDIÁRIO
Eliseu Martins;PI;Sao Paulo;SP;68;3;1;SUBSIDIÁRIO
Eloi Mendes;MG;Sao Paulo;SP;2193;79;1;SUBSIDIÁRIO
Embu Das Artes;SP;Erechim;RS;210;8;2;SUBSIDIÁRIO
Embu Das Artes;SP;Frederico Westphalen;RS;6;1;1;SUBSIDIÁRIO
Embu Das Artes;SP;Garuva;SC;32;2;1;SUBSIDIÁRIO
Embu Das Artes;SP;Gaspar;SC;232;9;1;SUBSIDIÁRIO
Embu Das Artes;SP;Getulio Vargas;RS;34;2;1;SUBSIDIÁRIO
Embu Das Artes;SP;Ijui;RS;74;3;1;SUBSIDIÁRIO
Embu Das Artes;SP;Indaial;SC;163;6;1;SUBSIDIÁRIO
Embu Das Artes;SP;Itajai;SC;1772;64;1;SUBSIDIÁRIO
Embu Das Artes;SP;Joacaba;SC;57;3;1;SUBSIDIÁRIO
Embu Das Artes;SP;Joinville;SC;1964;71;1;SUBSIDIÁRIO
Embu Das Artes;SP;Mafra;SC;162;6;2;SUBSIDIÁRIO
Embu Das Artes;SP;Maravilha;SC;229;9;1;SUBSIDIÁRIO
Embu Das Artes;SP;Palmas;PR;13;1;1;SUBSIDIÁRIO
Embu Das Artes;SP;Passo Fundo;RS;526;19;1;SUBSIDIÁRIO
Embu Das Artes;SP;Pinhalzinho;SC;15;1;1;SUBSIDIÁRIO
Embu Das Artes;SP;Ponte Serrada;SC;19;1;1;SUBSIDIÁRIO
Embu Das Artes;SP;Porto Uniao;SC;737;27;1;SUBSIDIÁRIO
Embu Das Artes;SP;Santa Cecilia;SC;47;2;1;SUBSIDIÁRIO
Embu Das Artes;SP;Santa Rosa;RS;242;9;1;SUBSIDIÁRIO
Embu Das Artes;SP;Santo Angelo;RS;66;3;1;SUBSIDIÁRIO
Embu Das Artes;SP;Sao Mateus Do Sul;PR;205;8;1;SUBSIDIÁRIO
Embu Das Artes;SP;Sao Miguel Do Oeste;SC;110;4;1;SUBSIDIÁRIO
Embu Das Artes;SP;Timbo;SC;127;5;1;SUBSIDIÁRIO
Embu Das Artes;SP;Uniao Da Vitoria;PR;244;9;1;SUBSIDIÁRIO
Embu Das Artes;SP;Videira;SC;50;2;1;SUBSIDIÁRIO
Embu Das Artes;SP;Xanxere;SC;75;3;1;SUBSIDIÁRIO
Embu Das Artes;SP;Xaxim;SC;39;2;1;SUBSIDIÁRIO
Engenheiro Beltrao;PR;Osasco;SP;388;14;1;SUBSIDIÁRIO
Engenheiro Beltrao;PR;Sao Paulo;SP;3552;127;2;SUBSIDIÁRIO
Engenheiro Caldas;MG;Eunapolis;BA;50;2;1;SUBSIDIÁRIO
Engenheiro Caldas;MG;Ilheus;BA;7;1;1;SUBSIDIÁRIO
Engenheiro Caldas;MG;Itabuna;BA;5;1;1;SUBSIDIÁRIO
Engenheiro Caldas;MG;Itamaraju;BA;3;1;1;SUBSIDIÁRIO
Engenheiro Caldas;MG;Mucuri;BA;3;1;1;SUBSIDIÁRIO
Engenheiro Caldas;MG;Nova Vicosa;BA;2;1;1;SUBSIDIÁRIO
Engenheiro Caldas;MG;Teixeira De Freitas;BA;51;2;1;SUBSIDIÁRIO
Engenheiro Caldas;MG;Vitoria Da Conquista;BA;1;1;1;SUBSIDIÁRIO
Engenheiro Caldas;MG;Vitoria;ES;95;4;1;SUBSIDIÁRIO
Entre Rios De Minas;MG;Sao Paulo;SP;2072;74;1;SUBSIDIÁRIO
Entre Rios;BA;Estancia;SE;490;18;1;SUBSIDIÁRIO
Entre Rios;BA;Guarulhos;SP;9;1;2;SUBSIDIÁRIO
Entre Rios;BA;Maceio;AL;108;4;2;SUBSIDIÁRIO
Entre Rios;BA;Montes Claros;MG;3;1;1;SUBSIDIÁRIO
Entre Rios;BA;Osasco;SP;62;3;1;SUBSIDIÁRIO
Entre Rios;BA;Propria;SE;9;1;2;SUBSIDIÁRIO
Entre Rios;BA;Sao Paulo;SP;120;5;2;SUBSIDIÁRIO
Entre Rios;BA;Tobias Barreto;SE;2;1;1;SUBSIDIÁRIO
Entre Rios;BA;Umbauba;SE;327;12;2;SUBSIDIÁRIO
Erechim;RS;Faxinal Dos Guedes;SC;14;1;1;SUBSIDIÁRIO
Erechim;RS;Formosa;GO;55;2;1;SUBSIDIÁRIO
Erechim;RS;Foz Do Iguacu;PR;3441;123;1;SUBSIDIÁRIO
Erechim;RS;Francisco Beltrao;PR;715;26;1;SUBSIDIÁRIO
Erechim;RS;Frutal;MG;4;1;1;SUBSIDIÁRIO
Erechim;RS;Goiania;GO;15;1;1;SUBSIDIÁRIO
Erechim;RS;Guarapuava;PR;356;13;2;SUBSIDIÁRIO
Erechim;RS;Gurupi;TO;5;1;1;SUBSIDIÁRIO
Erechim;RS;Ibicare;SC;51;2;1;SUBSIDIÁRIO
Erechim;RS;Ilha Solteira;SP;9;1;1;SUBSIDIÁRIO
Erechim;RS;Irani;SC;22;1;1;SUBSIDIÁRIO
Erechim;RS;Itaja;GO;4;1;1;SUBSIDIÁRIO
Erechim;RS;Itajai;SC;4802;172;2;SUBSIDIÁRIO
Erechim;RS;Itumbiara;GO;4;1;1;SUBSIDIÁRIO
Erechim;RS;Ivaipora;PR;28;1;2;SUBSIDIÁRIO
Erechim;RS;Jabora;SC;297;11;2;SUBSIDIÁRIO
Erechim;RS;Jatai;GO;23;1;1;SUBSIDIÁRIO
Erechim;RS;Joacaba;SC;3043;109;2;SUBSIDIÁRIO
Erechim;RS;Jundiai;SP;2;1;1;SUBSIDIÁRIO
Erechim;RS;Lapa;PR;86;4;1;SUBSIDIÁRIO
Erechim;RS;Londrina;PR;338;13;1;SUBSIDIÁRIO
Erechim;RS;Luis Eduardo Magalhaes;BA;56;2;1;SUBSIDIÁRIO
Erechim;RS;Luzerna;SC;20;1;1;SUBSIDIÁRIO
Erechim;RS;Luziania;GO;20;1;1;SUBSIDIÁRIO
Erechim;RS;Mafra;SC;320;12;2;SUBSIDIÁRIO
Erechim;RS;Maravilha;SC;534;20;1;SUBSIDIÁRIO
Erechim;RS;Maringa;PR;147;6;1;SUBSIDIÁRIO
Erechim;RS;Mariopolis;PR;80;3;1;SUBSIDIÁRIO
Erechim;RS;Matelandia;PR;3;1;1;SUBSIDIÁRIO
Erechim;RS;Medianeira;PR;486;18;1;SUBSIDIÁRIO
Erechim;RS;Monte Castelo;SC;5;1;1;SUBSIDIÁRIO
Erechim;RS;Nova Xavantina;MT;18;1;1;SUBSIDIÁRIO
Erechim;RS;Palmas;TO;2;1;1;SUBSIDIÁRIO
Erechim;RS;Papanduva;SC;17;1;1;SUBSIDIÁRIO
Erechim;RS;Paranaiba;MS;34;2;1;SUBSIDIÁRIO
Erechim;RS;Pato Branco;PR;1653;60;1;SUBSIDIÁRIO
Erechim;RS;Pinhalzinho;SC;176;7;1;SUBSIDIÁRIO
Erechim;RS;Pinheiro Preto;SC;8;1;1;SUBSIDIÁRIO
Erechim;RS;Piracicaba;SP;12;1;1;SUBSIDIÁRIO
Erechim;RS;Pitanga;PR;90;4;2;SUBSIDIÁRIO
Erechim;RS;Ponta Grossa;PR;541;20;1;SUBSIDIÁRIO
Erechim;RS;Porto Uniao;SC;82;3;2;SUBSIDIÁRIO
Erechim;RS;Posse;GO;8;1;1;SUBSIDIÁRIO
Erechim;RS;Presidente Prudente;SP;33;2;1;SUBSIDIÁRIO
Erechim;RS;Querencia;MT;32;2;1;SUBSIDIÁRIO
Erechim;RS;Realeza;PR;1702;61;1;SUBSIDIÁRIO
Erechim;RS;Renascenca;PR;2;1;1;SUBSIDIÁRIO
Erechim;RS;Ribeirao Cascalheira;MT;13;1;1;SUBSIDIÁRIO
Erechim;RS;Rio Do Sul;SC;908;33;1;SUBSIDIÁRIO
Erechim;RS;Rio Negro;PR;6;1;1;SUBSIDIÁRIO
Erechim;RS;Santa Cecilia;SC;289;11;1;SUBSIDIÁRIO
Erechim;RS;Santa Izabel Do Oeste;PR;27;1;1;SUBSIDIÁRIO
Erechim;RS;Santa Lucia;PR;1;1;1;SUBSIDIÁRIO
Erechim;RS;Santa Terezinha De Itaipu;PR;4;1;1;SUBSIDIÁRIO
Erechim;RS;Sao Cristovao Do Sul;SC;6;1;1;SUBSIDIÁRIO
Erechim;RS;Sao Jose Do Rio Preto;SP;55;2;1;SUBSIDIÁRIO
Erechim;RS;Sao Mateus Do Sul;PR;190;7;1;SUBSIDIÁRIO
Erechim;RS;Sao Miguel Do Iguacu;PR;9;1;1;SUBSIDIÁRIO
Erechim;RS;Tangara;SC;8;1;1;SUBSIDIÁRIO
Erechim;RS;Uberlandia;MG;166;6;1;SUBSIDIÁRIO
Erechim;RS;Uniao Da Vitoria;PR;926;34;3;SUBSIDIÁRIO
Erechim;RS;Videira;SC;2962;106;1;SUBSIDIÁRIO
Erechim;RS;Vitorino;PR;2;1;1;SUBSIDIÁRIO
Erechim;RS;Xanxere;SC;2132;77;1;SUBSIDIÁRIO
Erechim;RS;Xaxim;SC;475;17;1;SUBSIDIÁRIO
Erval Grande;RS;Foz Do Iguacu;PR;287;11;1;SUBSIDIÁRIO
Erval Grande;RS;Francisco Beltrao;PR;11;1;1;SUBSIDIÁRIO
Erval Grande;RS;Guaraciaba;SC;8;1;1;SUBSIDIÁRIO
Erval Grande;RS;Guaruja Do Sul;SC;2;1;1;SUBSIDIÁRIO
Erval Grande;RS;Maravilha;SC;182;7;1;SUBSIDIÁRIO
Erval Grande;RS;Mariopolis;PR;32;2;1;SUBSIDIÁRIO
Erval Grande;RS;Medianeira;PR;97;4;1;SUBSIDIÁRIO
Erval Grande;RS;Pato Branco;PR;1341;48;1;SUBSIDIÁRIO
Erval Grande;RS;Pinhalzinho;SC;5;1;1;SUBSIDIÁRIO
Erval Grande;RS;Realeza;PR;2;1;1;SUBSIDIÁRIO
Erval Grande;RS;Santa Izabel Do Oeste;PR;1;1;1;SUBSIDIÁRIO
Erval Grande;RS;Santa Terezinha De Itaipu;PR;4;1;1;SUBSIDIÁRIO
Erval Grande;RS;Santo Antonio Do Sudoeste;PR;16;1;1;SUBSIDIÁRIO
Erval Grande;RS;Sao Jose Do Cedro;SC;16;1;1;SUBSIDIÁRIO
Erval Grande;RS;Sao Miguel Do Iguacu;PR;5;1;1;SUBSIDIÁRIO
Erval Grande;RS;Sao Miguel Do Oeste;SC;239;9;1;SUBSIDIÁRIO
Erval Grande;RS;Xanxere;SC;394;15;1;SUBSIDIÁRIO
Erval Grande;RS;Xaxim;SC;248;9;1;SUBSIDIÁRIO
Erval Velho;SC;Sao Jose Do Ouro;RS;5;1;1;SUBSIDIÁRIO
Escada;PE;Maceio;AL;21;1;1;SUBSIDIÁRIO
Espera Feliz;MG;Guacui;ES;466;17;1;SUBSIDIÁRIO
Espinosa;MG;Feira De Santana;BA;168;6;1;SUBSIDIÁRIO
Espinosa;MG;Franca;SP;530;19;3;SUBSIDIÁRIO
Espinosa;MG;Guanambi;BA;1989;72;4;SUBSIDIÁRIO
Espinosa;MG;Jacaraci;BA;184;7;1;SUBSIDIÁRIO
Espinosa;MG;Jundiai;SP;51;2;1;SUBSIDIÁRIO
Espinosa;MG;Licinio De Almeida;BA;239;9;1;SUBSIDIÁRIO
Espinosa;MG;Limeira;SP;234;9;2;SUBSIDIÁRIO
Espinosa;MG;Palmas De Monte Alto;BA;4;1;1;SUBSIDIÁRIO
Espinosa;MG;Pindai;BA;188;7;3;SUBSIDIÁRIO
Espinosa;MG;Riacho De Santana;BA;126;5;1;SUBSIDIÁRIO
Espinosa;MG;Ribeirao Preto;SP;854;31;2;SUBSIDIÁRIO
Espinosa;MG;Salvador;BA;167;6;1;SUBSIDIÁRIO
Espinosa;MG;Urandi;BA;524;19;3;SUBSIDIÁRIO
Esplanada;BA;Estancia;SE;985;36;2;SUBSIDIÁRIO
Esplanada;BA;Guarulhos;SP;7;1;2;SUBSIDIÁRIO
Esplanada;BA;Maceio;AL;144;6;3;SUBSIDIÁRIO
Esplanada;BA;Osasco;SP;22;1;2;SUBSIDIÁRIO
Esplanada;BA;Piracicaba;SP;90;4;1;SUBSIDIÁRIO
Esplanada;BA;Pouso Alegre;MG;2;1;1;SUBSIDIÁRIO
Esplanada;BA;Propria;SE;6;1;2;SUBSIDIÁRIO
Esplanada;BA;Recife;PE;2;1;2;SUBSIDIÁRIO
Esplanada;BA;Rio De Janeiro;RJ;24;1;2;SUBSIDIÁRIO
Esplanada;BA;Santos;SP;1172;42;1;SUBSIDIÁRIO
Esplanada;BA;Sao Paulo;SP;2167;78;4;SUBSIDIÁRIO
Esplanada;BA;Tobias Barreto;SE;2;1;1;SUBSIDIÁRIO
Esplanada;BA;Umbauba;SE;841;31;2;SUBSIDIÁRIO
Estancia;SE;Feira De Santana;BA;1435;52;2;SUBSIDIÁRIO
Estancia;SE;Gandu;BA;38;2;1;SUBSIDIÁRIO
Estancia;SE;Goiana;PE;4;1;1;SUBSIDIÁRIO
Estancia;SE;Itabuna;BA;766;28;1;SUBSIDIÁRIO
Estancia;SE;Joao Pessoa;PB;407;15;1;SUBSIDIÁRIO
Estancia;SE;Maceio;AL;2448;88;3;SUBSIDIÁRIO
Estancia;SE;Natal;RN;1;1;1;SUBSIDIÁRIO
Estancia;SE;Piracicaba;SP;96;4;1;SUBSIDIÁRIO
Estancia;SE;Pombal;PB;20;1;1;SUBSIDIÁRIO
Estancia;SE;Recife;PE;415;15;1;SUBSIDIÁRIO
Estancia;SE;Rio De Janeiro;RJ;1;1;2;SUBSIDIÁRIO
Estancia;SE;Santo Antonio De Jesus;BA;270;10;1;SUBSIDIÁRIO
Estancia;SE;Santos;SP;1424;51;1;SUBSIDIÁRIO
Estancia;SE;Sao Paulo;SP;2818;101;2;SUBSIDIÁRIO
Estancia;SE;Ubaitaba;BA;97;4;1;SUBSIDIÁRIO
Estancia;SE;Vitoria Da Conquista;BA;1;1;1;SUBSIDIÁRIO
