Origem;UF_Origem;Destino;UF_Destino;Passageiros(PAX);viagens necessárias em regime de eficiência (ICM);empresas;classificação do mercado
Areal;RJ;Juiz De Fora;MG;96;4;1;SUBSIDIÁRIO
Areal;RJ;Mar De Espanha;MG;40;2;1;SUBSIDIÁRIO
Arenopolis;GO;Barra Do Garcas;MT;9;1;2;SUBSIDIÁRIO
Arenopolis;GO;Campo Verde;MT;1;1;2;SUBSIDIÁRIO
Arenopolis;GO;Cuiaba;MT;1;1;2;SUBSIDIÁRIO
Arenopolis;GO;General Carneiro;MT;1;1;1;SUBSIDIÁRIO
Arenopolis;GO;Itaituba;PA;2;1;1;SUBSIDIÁRIO
Arenopolis;GO;Primavera Do Leste;MT;3;1;2;SUBSIDIÁRIO
Arenopolis;GO;Sorriso;MT;4;1;2;SUBSIDIÁRIO
Arinos;MG;Cabeceiras;GO;120;5;1;SUBSIDIÁRIO
Arinos;MG;Formosa;GO;729;27;2;SUBSIDIÁRIO
Ariquemes;RO;Balneario Camboriu;SC;7;1;1;SUBSIDIÁRIO
Ariquemes;RO;Barra Do Bugres;MT;2;1;1;SUBSIDIÁRIO
Ariquemes;RO;Barretos;SP;1085;39;1;SUBSIDIÁRIO
Ariquemes;RO;Belo Horizonte;MG;111;4;2;SUBSIDIÁRIO
Ariquemes;RO;Brasilia;DF;139;5;3;SUBSIDIÁRIO
Ariquemes;RO;Caceres;MT;585;21;6;SUBSIDIÁRIO
Ariquemes;RO;Campinas;SP;1088;39;3;SUBSIDIÁRIO
Ariquemes;RO;Campo Grande;MS;817;30;2;SUBSIDIÁRIO
Ariquemes;RO;Campo Mourao;PR;149;6;1;SUBSIDIÁRIO
Ariquemes;RO;Campo Novo Do Parecis;MT;25;1;4;SUBSIDIÁRIO
Ariquemes;RO;Campo Verde;MT;117;5;3;SUBSIDIÁRIO
Ariquemes;RO;Cascavel;PR;870;32;2;SUBSIDIÁRIO
Ariquemes;RO;Colatina;ES;172;7;3;SUBSIDIÁRIO
Ariquemes;RO;Comodoro;MT;995;36;7;SUBSIDIÁRIO
Ariquemes;RO;Coronel Fabriciano;MG;6;1;2;SUBSIDIÁRIO
Ariquemes;RO;Coxim;MS;46;2;2;SUBSIDIÁRIO
Ariquemes;RO;Criciuma;SC;48;2;1;SUBSIDIÁRIO
Ariquemes;RO;Cuiaba;MT;4049;145;7;SUBSIDIÁRIO
Ariquemes;RO;Curitiba;PR;557;20;1;SUBSIDIÁRIO
Ariquemes;RO;Dourados;MS;575;21;2;SUBSIDIÁRIO
Ariquemes;RO;Florianopolis;SC;34;2;1;SUBSIDIÁRIO
Ariquemes;RO;Goiania;GO;431;16;5;SUBSIDIÁRIO
Ariquemes;RO;Governador Valadares;MG;237;9;2;SUBSIDIÁRIO
Ariquemes;RO;Guaira;PR;211;8;2;SUBSIDIÁRIO
Ariquemes;RO;Humaita;AM;20;1;3;SUBSIDIÁRIO
Ariquemes;RO;Ibatiba;ES;26;1;1;SUBSIDIÁRIO
Ariquemes;RO;Ipatinga;MG;143;6;2;SUBSIDIÁRIO
Ariquemes;RO;Itajai;SC;52;2;1;SUBSIDIÁRIO
Ariquemes;RO;Ituiutaba;MG;33;2;2;SUBSIDIÁRIO
Ariquemes;RO;Jaciara;MT;5;1;2;SUBSIDIÁRIO
Ariquemes;RO;Jatai;GO;212;8;4;SUBSIDIÁRIO
Ariquemes;RO;Joao Monlevade;MG;568;21;2;SUBSIDIÁRIO
Ariquemes;RO;Joinville;SC;41;2;1;SUBSIDIÁRIO
Ariquemes;RO;Limeira;SP;21;1;1;SUBSIDIÁRIO
Ariquemes;RO;Londrina;PR;296;11;1;SUBSIDIÁRIO
Ariquemes;RO;Manicore;AM;31;2;1;SUBSIDIÁRIO
Ariquemes;RO;Mantena;MG;379;14;1;SUBSIDIÁRIO
Ariquemes;RO;Maringa;PR;518;19;1;SUBSIDIÁRIO
Ariquemes;RO;Mundo Novo;MS;62;3;2;SUBSIDIÁRIO
Ariquemes;RO;Navirai;MS;56;2;2;SUBSIDIÁRIO
Ariquemes;RO;Nova Alvorada Do Sul;MS;14;1;2;SUBSIDIÁRIO
Ariquemes;RO;Palotina;PR;38;2;2;SUBSIDIÁRIO
Ariquemes;RO;Ponta Grossa;PR;24;1;1;SUBSIDIÁRIO
Ariquemes;RO;Pontes E Lacerda;MT;1627;59;6;SUBSIDIÁRIO
Ariquemes;RO;Presidente Prudente;SP;248;9;1;SUBSIDIÁRIO
Ariquemes;RO;Ribeirao Preto;SP;254;10;2;SUBSIDIÁRIO
Ariquemes;RO;Rio Branco;AC;3928;141;3;SUBSIDIÁRIO
Ariquemes;RO;Rio Verde;GO;46;2;3;SUBSIDIÁRIO
Ariquemes;RO;Rondonopolis;MT;486;18;4;SUBSIDIÁRIO
Ariquemes;RO;Sao Gabriel Do Oeste;MS;28;1;2;SUBSIDIÁRIO
Ariquemes;RO;Sao Paulo;SP;573;21;3;SUBSIDIÁRIO
Ariquemes;RO;Sapezal;MT;38;2;4;SUBSIDIÁRIO
Ariquemes;RO;Sinop;MT;52;2;1;SUBSIDIÁRIO
Ariquemes;RO;Sorriso;MT;2;1;1;SUBSIDIÁRIO
Ariquemes;RO;Tangara Da Serra;MT;40;2;3;SUBSIDIÁRIO
Ariquemes;RO;Terra Roxa;PR;25;1;2;SUBSIDIÁRIO
Ariquemes;RO;Toledo;PR;322;12;2;SUBSIDIÁRIO
Ariquemes;RO;Tubarao;SC;9;1;1;SUBSIDIÁRIO
Ariquemes;RO;Uberaba;MG;44;2;2;SUBSIDIÁRIO
Ariquemes;RO;Uberlandia;MG;606;22;3;SUBSIDIÁRIO
Ariquemes;RO;Varzea Grande;MT;14;1;3;SUBSIDIÁRIO
Ariquemes;RO;Vitoria;ES;234;9;3;SUBSIDIÁRIO
Arraias;TO;Brasilia;DF;3573;128;3;SUBSIDIÁRIO
Arraias;TO;Estreito;MA;1;1;1;SUBSIDIÁRIO
Arraias;TO;Monte Alegre De Goias;GO;143;6;2;SUBSIDIÁRIO
Arraias;TO;Peritoro;MA;1;1;1;SUBSIDIÁRIO
Arraias;TO;Porto Franco;MA;7;1;1;SUBSIDIÁRIO
Arraias;TO;Sao Joao D'Alianca;GO;54;2;2;SUBSIDIÁRIO
Arraias;TO;Teresina De Goias;GO;61;3;2;SUBSIDIÁRIO
Arraias;TO;Teresina;PI;6;1;1;SUBSIDIÁRIO
Arroio Do Sal;RS;Balneario Camboriu;SC;201;8;1;SUBSIDIÁRIO
Arroio Do Sal;RS;Curitiba;PR;6;1;1;SUBSIDIÁRIO
Arroio Do Sal;RS;Florianopolis;SC;476;17;1;SUBSIDIÁRIO
Arroio Do Sal;RS;Imbituba;SC;49;2;1;SUBSIDIÁRIO
Arroio Do Sal;RS;Itapema;SC;88;4;1;SUBSIDIÁRIO
Arroio Do Sal;RS;Joinville;SC;20;1;1;SUBSIDIÁRIO
Arroio Do Sal;RS;Londrina;PR;4;1;1;SUBSIDIÁRIO
Arroio Do Sal;RS;Tubarao;SC;85;4;1;SUBSIDIÁRIO
Arroio Dos Ratos;RS;Curitiba;PR;14;1;1;SUBSIDIÁRIO
Arroio Dos Ratos;RS;Florianopolis;SC;43;2;1;SUBSIDIÁRIO
Arroio Dos Ratos;RS;Sao Paulo;SP;176;7;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Assis;SP;33;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Barreiras;BA;190;7;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Bauru;SP;206;8;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Brasilia;DF;544;20;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Campinas;SP;2219;80;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Campo Grande;MS;29;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Campo Verde;MT;10;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Catalao;GO;70;3;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Chapeco;SC;271;10;3;SUBSIDIÁRIO
Assis Chateaubriand;PR;Correntina;BA;4;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Coxim;MS;9;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Cristalina;GO;104;4;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Cruz Alta;RS;33;2;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Cuiaba;MT;44;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Dourados;MS;55;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Formosa;GO;9;1;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Frederico Westphalen;RS;65;3;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Goiania;GO;35;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Indaiatuba;SP;408;15;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Irai;RS;276;10;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Itu;SP;181;7;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Itumbiara;GO;4;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Jau;SP;44;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Juara;MT;3;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Julio De Castilhos;RS;9;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Jundiai;SP;101;4;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Limeira;SP;485;18;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Luis Eduardo Magalhaes;BA;226;9;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Marilia;SP;78;3;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Navirai;MS;14;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Nova Alvorada Do Sul;MS;2;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Nova Mutum;MT;3;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Palmeira Das Missoes;RS;36;2;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Palmitos;SC;10;1;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Panambi;RS;71;3;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Passo Fundo;RS;5;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Piracicaba;SP;39;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Porto Dos Gauchos;MT;2;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Posse;GO;8;1;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Presidente Prudente;SP;389;14;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Primavera Do Leste;MT;41;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Rio Claro;SP;231;9;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Rio Verde De Mato Grosso;MS;1;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Rondonopolis;MT;36;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Santa Maria;RS;83;3;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Sao Carlos;SC;9;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Sao Carlos;SP;221;8;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Sao Jose Do Rio Preto;SP;198;8;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Sao Paulo;SP;4709;169;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Sinop;MT;31;2;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Sonora;MS;4;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Sorriso;MT;12;1;1;SUBSIDIÁRIO
Assis Chateaubriand;PR;Uberlandia;MG;572;21;2;SUBSIDIÁRIO
Assis Chateaubriand;PR;Xanxere;SC;155;6;3;SUBSIDIÁRIO
Assis Chateaubriand;PR;Xaxim;SC;75;3;3;SUBSIDIÁRIO
Assis;SP;Bataguassu;MS;352;13;3;SUBSIDIÁRIO
Assis;SP;Belo Horizonte;MG;1164;42;3;SUBSIDIÁRIO
Assis;SP;Campo Grande;MS;1566;56;1;SUBSIDIÁRIO
Assis;SP;Campo Mourao;PR;171;7;4;SUBSIDIÁRIO
Assis;SP;Cascavel;PR;86;4;2;SUBSIDIÁRIO
Assis;SP;Corumba;MS;10;1;1;SUBSIDIÁRIO
Assis;SP;Coxim;MS;59;3;1;SUBSIDIÁRIO
Assis;SP;Cuiaba;MT;773;28;1;SUBSIDIÁRIO
Assis;SP;Curitiba;PR;3000;108;2;SUBSIDIÁRIO
Assis;SP;Divinopolis;MG;143;6;3;SUBSIDIÁRIO
Assis;SP;Dourados;MS;1018;37;2;SUBSIDIÁRIO
Assis;SP;Foz Do Iguacu;PR;89;4;1;SUBSIDIÁRIO
Assis;SP;Fronteira;MG;3;1;1;SUBSIDIÁRIO
Assis;SP;Frutal;MG;18;1;1;SUBSIDIÁRIO
Assis;SP;Goiania;GO;182;7;1;SUBSIDIÁRIO
Assis;SP;Goioere;PR;27;1;1;SUBSIDIÁRIO
Assis;SP;Itauna;MG;25;1;1;SUBSIDIÁRIO
Assis;SP;Itumbiara;GO;28;1;1;SUBSIDIÁRIO
Assis;SP;Ivinhema;MS;1;1;1;SUBSIDIÁRIO
Assis;SP;Jaciara;MT;45;2;1;SUBSIDIÁRIO
Assis;SP;Jesuitas;PR;26;1;1;SUBSIDIÁRIO
Assis;SP;Mandaguari;PR;5;1;1;SUBSIDIÁRIO
Assis;SP;Maringa;PR;4056;145;5;SUBSIDIÁRIO
Assis;SP;Medianeira;PR;26;1;1;SUBSIDIÁRIO
Assis;SP;Nova Alvorada Do Sul;MS;162;6;2;SUBSIDIÁRIO
Assis;SP;Nova Andradina;MS;150;6;1;SUBSIDIÁRIO
Assis;SP;Passos;MG;96;4;3;SUBSIDIÁRIO
Assis;SP;Piumhi;MG;20;1;1;SUBSIDIÁRIO
Assis;SP;Ponta Grossa;PR;404;15;2;SUBSIDIÁRIO
Assis;SP;Ponta Pora;MS;333;12;2;SUBSIDIÁRIO
Assis;SP;Resende;RJ;436;16;1;SUBSIDIÁRIO
Assis;SP;Rio Brilhante;MS;188;7;2;SUBSIDIÁRIO
Assis;SP;Rio De Janeiro;RJ;867;31;1;SUBSIDIÁRIO
Assis;SP;Rio Verde De Mato Grosso;MS;16;1;1;SUBSIDIÁRIO
Assis;SP;Rondonopolis;MT;322;12;1;SUBSIDIÁRIO
Assis;SP;Santo Antonio Da Platina;PR;2;1;1;SUBSIDIÁRIO
Assis;SP;Sao Gabriel Do Oeste;MS;35;2;1;SUBSIDIÁRIO
Assis;SP;Sao Sebastiao Do Paraiso;MG;32;2;2;SUBSIDIÁRIO
Assis;SP;Sertanopolis;PR;2207;79;1;SUBSIDIÁRIO
Assis;SP;Sonora;MS;28;1;1;SUBSIDIÁRIO
Assis;SP;Toledo;PR;134;5;1;SUBSIDIÁRIO
Assis;SP;Uberaba;MG;183;7;1;SUBSIDIÁRIO
Assis;SP;Uberlandia;MG;620;23;1;SUBSIDIÁRIO
Assu;RN;Belem;PA;67;3;1;SUBSIDIÁRIO
Assu;RN;Campina Grande;PB;334;12;1;SUBSIDIÁRIO
Assu;RN;Capanema;PA;8;1;1;SUBSIDIÁRIO
Assu;RN;Caruaru;PE;202;8;1;SUBSIDIÁRIO
Assu;RN;Castanhal;PA;12;1;1;SUBSIDIÁRIO
Assu;RN;Goiana;PE;36;2;1;SUBSIDIÁRIO
Assu;RN;Joao Pessoa;PB;1095;40;1;SUBSIDIÁRIO
Assu;RN;Piripiri;PI;143;6;1;SUBSIDIÁRIO
Assu;RN;Recife;PE;2397;86;2;SUBSIDIÁRIO
Assu;RN;Santa Maria Do Para;PA;3;1;1;SUBSIDIÁRIO
Assu;RN;Sao Goncalo Do Amarante;CE;2;1;1;SUBSIDIÁRIO
Assu;RN;Sobral;CE;52;2;1;SUBSIDIÁRIO
Assu;RN;Teresina;PI;256;10;1;SUBSIDIÁRIO
Assu;RN;Timon;MA;5;1;1;SUBSIDIÁRIO
Astorga;PR;Lins;SP;2;1;1;SUBSIDIÁRIO
Astorga;PR;Marilia;SP;17;1;1;SUBSIDIÁRIO
Astorga;PR;Rancharia;SP;8;1;1;SUBSIDIÁRIO
Astorga;PR;Sao Paulo;SP;12;1;1;SUBSIDIÁRIO
Atibaia;SP;Barbacena;MG;81;3;1;SUBSIDIÁRIO
Atibaia;SP;Barroso;MG;10;1;1;SUBSIDIÁRIO
Atibaia;SP;Betim;MG;508;19;1;SUBSIDIÁRIO
Atibaia;SP;Brumado;BA;2;1;1;SUBSIDIÁRIO
Atibaia;SP;Caetanopolis;MG;4;1;1;SUBSIDIÁRIO
Atibaia;SP;Camanducaia;MG;2;1;1;SUBSIDIÁRIO
Atibaia;SP;Campo Mourao;PR;186;7;1;SUBSIDIÁRIO
Atibaia;SP;Carandai;MG;11;1;1;SUBSIDIÁRIO
Atibaia;SP;Carmo Da Cachoeira;MG;1;1;1;SUBSIDIÁRIO
Atibaia;SP;Conselheiro Lafaiete;MG;27;1;1;SUBSIDIÁRIO
Atibaia;SP;Contagem;MG;39;2;1;SUBSIDIÁRIO
Atibaia;SP;Curvelo;MG;78;3;2;SUBSIDIÁRIO
Atibaia;SP;Entre Rios;BA;4;1;1;SUBSIDIÁRIO
Atibaia;SP;Espinosa;MG;27;1;2;SUBSIDIÁRIO
Atibaia;SP;Esplanada;BA;11;1;1;SUBSIDIÁRIO
Atibaia;SP;Feira De Santana;BA;62;3;2;SUBSIDIÁRIO
Atibaia;SP;Francisco Sa;MG;27;1;1;SUBSIDIÁRIO
Atibaia;SP;Goioere;PR;25;1;1;SUBSIDIÁRIO
Atibaia;SP;Guanambi;BA;91;4;2;SUBSIDIÁRIO
Atibaia;SP;Indaiabira;MG;12;1;1;SUBSIDIÁRIO
Atibaia;SP;Itumirim;MG;7;1;1;SUBSIDIÁRIO
Atibaia;SP;Itutinga;MG;4;1;1;SUBSIDIÁRIO
Atibaia;SP;Janauba;MG;184;7;1;SUBSIDIÁRIO
Atibaia;SP;Jequie;BA;42;2;1;SUBSIDIÁRIO
Atibaia;SP;Jesuitas;PR;131;5;1;SUBSIDIÁRIO
Atibaia;SP;Lavras;MG;77;3;1;SUBSIDIÁRIO
Atibaia;SP;Londrina;PR;317;12;1;SUBSIDIÁRIO
Atibaia;SP;Maracas;BA;2;1;1;SUBSIDIÁRIO
Atibaia;SP;Maringa;PR;449;17;1;SUBSIDIÁRIO
Atibaia;SP;Mato Verde;MG;17;1;2;SUBSIDIÁRIO
Atibaia;SP;Milagres;BA;3;1;1;SUBSIDIÁRIO
Atibaia;SP;Monte Azul;MG;27;1;2;SUBSIDIÁRIO
Atibaia;SP;Montes Claros;MG;355;13;4;SUBSIDIÁRIO
Atibaia;SP;Mortugaba;BA;1;1;1;SUBSIDIÁRIO
Atibaia;SP;Nazareno;MG;8;1;1;SUBSIDIÁRIO
Atibaia;SP;Ninheira;MG;109;4;1;SUBSIDIÁRIO
Atibaia;SP;Pindai;BA;6;1;1;SUBSIDIÁRIO
Atibaia;SP;Pocoes;BA;44;2;1;SUBSIDIÁRIO
Atibaia;SP;Porteirinha;MG;44;2;1;SUBSIDIÁRIO
Atibaia;SP;Pouso Alegre;MG;881;32;4;SUBSIDIÁRIO
Atibaia;SP;Rio Pardo De Minas;MG;65;3;1;SUBSIDIÁRIO
Atibaia;SP;Salinas;MG;201;8;3;SUBSIDIÁRIO
Atibaia;SP;Salvador;BA;30;2;1;SUBSIDIÁRIO
Atibaia;SP;Santo Estevao;BA;21;1;1;SUBSIDIÁRIO
Atibaia;SP;Sao Joao Del Rei;MG;58;3;1;SUBSIDIÁRIO
Atibaia;SP;Taiobeiras;MG;41;2;2;SUBSIDIÁRIO
Atibaia;SP;Tobias Barreto;SE;4;1;1;SUBSIDIÁRIO
Atibaia;SP;Tres Coracoes;MG;2;1;1;SUBSIDIÁRIO
Atibaia;SP;Urandi;BA;4;1;1;SUBSIDIÁRIO
Atibaia;SP;Vitoria Da Conquista;BA;133;5;1;SUBSIDIÁRIO
Atilio Vivacqua;ES;Rio De Janeiro;RJ;3;1;1;SUBSIDIÁRIO
Augustinopolis;TO;Bacabal;MA;126;5;1;SUBSIDIÁRIO
Augustinopolis;TO;Buriticupu;MA;18;1;1;SUBSIDIÁRIO
Augustinopolis;TO;Campinorte;GO;1;1;2;SUBSIDIÁRIO
Augustinopolis;TO;Campo Maior;PI;2;1;1;SUBSIDIÁRIO
Augustinopolis;TO;Caxias;MA;42;2;1;SUBSIDIÁRIO
Augustinopolis;TO;Goiania;GO;2585;93;2;SUBSIDIÁRIO
Augustinopolis;TO;Imperatriz;MA;92;4;2;SUBSIDIÁRIO
Augustinopolis;TO;Jaragua;GO;10;1;2;SUBSIDIÁRIO
Augustinopolis;TO;Maraba;PA;398;15;1;SUBSIDIÁRIO
Augustinopolis;TO;Peritoro;MA;25;1;1;SUBSIDIÁRIO
Augustinopolis;TO;Porangatu;GO;20;1;2;SUBSIDIÁRIO
Augustinopolis;TO;Rialma;GO;8;1;2;SUBSIDIÁRIO
Augustinopolis;TO;Santa Ines;MA;139;5;1;SUBSIDIÁRIO
Augustinopolis;TO;Santa Luzia;MA;42;2;1;SUBSIDIÁRIO
Augustinopolis;TO;Teresina;PI;130;5;1;SUBSIDIÁRIO
Augustinopolis;TO;Timon;MA;27;1;1;SUBSIDIÁRIO
Augustinopolis;TO;Uruacu;GO;7;1;2;SUBSIDIÁRIO
Aurora Do Tocantins;TO;Brasilia;DF;1946;70;2;SUBSIDIÁRIO
Aurora Do Tocantins;TO;Campos Belos;GO;748;27;3;SUBSIDIÁRIO
Aurora Do Tocantins;TO;Goiania;GO;977;35;3;SUBSIDIÁRIO
Aurora Do Tocantins;TO;Monte Alegre De Goias;GO;32;2;3;SUBSIDIÁRIO
Aurora Do Tocantins;TO;Teresina De Goias;GO;10;1;3;SUBSIDIÁRIO
Avare;SP;Curitiba;PR;1;1;1;SUBSIDIÁRIO
Avare;SP;Jaguariaiva;PR;1;1;1;SUBSIDIÁRIO
Axixa Do Tocantins;TO;Goiania;GO;31;2;2;SUBSIDIÁRIO
Bacabal;MA;Belem;PA;4122;148;1;SUBSIDIÁRIO
Bacabal;MA;Cajazeiras;PB;165;6;1;SUBSIDIÁRIO
Bacabal;MA;Campina Grande;PB;101;4;1;SUBSIDIÁRIO
Bacabal;MA;Campo Maior;PI;49;2;6;SUBSIDIÁRIO
Bacabal;MA;Campos Sales;CE;138;5;1;SUBSIDIÁRIO
Bacabal;MA;Capanema;PA;633;23;2;SUBSIDIÁRIO
Bacabal;MA;Caruaru;PE;145;6;1;SUBSIDIÁRIO
Bacabal;MA;Castanhal;PA;447;16;1;SUBSIDIÁRIO
Bacabal;MA;Colinas Do Tocantins;TO;19;1;4;SUBSIDIÁRIO
Bacabal;MA;Crato;CE;110;4;1;SUBSIDIÁRIO
Bacabal;MA;Custodia;PE;12;1;1;SUBSIDIÁRIO
Bacabal;MA;Dom Eliseu;PA;202;8;2;SUBSIDIÁRIO
Bacabal;MA;Floriano;PI;16;1;2;SUBSIDIÁRIO
Bacabal;MA;Fortaleza;CE;4559;163;4;SUBSIDIÁRIO
Bacabal;MA;Goianesia Do Para;PA;20;1;1;SUBSIDIÁRIO
Bacabal;MA;Guarai;TO;16;1;7;SUBSIDIÁRIO
Bacabal;MA;Gurupi;TO;53;2;5;SUBSIDIÁRIO
Bacabal;MA;Jacunda;PA;24;1;1;SUBSIDIÁRIO
Bacabal;MA;Joao Pessoa;PB;117;5;1;SUBSIDIÁRIO
Bacabal;MA;Juazeiro Do Norte;CE;330;12;2;SUBSIDIÁRIO
Bacabal;MA;Maceio;AL;123;5;1;SUBSIDIÁRIO
Bacabal;MA;Maraba;PA;3328;119;5;SUBSIDIÁRIO
Bacabal;MA;Milagres;CE;32;2;1;SUBSIDIÁRIO
Bacabal;MA;Miranorte;TO;2;1;5;SUBSIDIÁRIO
Bacabal;MA;Missao Velha;CE;34;2;1;SUBSIDIÁRIO
Bacabal;MA;Mossoro;RN;85;4;1;SUBSIDIÁRIO
Bacabal;MA;Natal;RN;283;11;1;SUBSIDIÁRIO
Bacabal;MA;Ouricuri;PE;64;3;1;SUBSIDIÁRIO
Bacabal;MA;Paraiso Do Tocantins;TO;101;4;6;SUBSIDIÁRIO
Bacabal;MA;Patos;PB;58;3;1;SUBSIDIÁRIO
Bacabal;MA;Picos;PI;333;12;1;SUBSIDIÁRIO
Bacabal;MA;Piripiri;PI;240;9;3;SUBSIDIÁRIO
Bacabal;MA;Pombal;PB;91;4;1;SUBSIDIÁRIO
Bacabal;MA;Porangatu;GO;49;2;5;SUBSIDIÁRIO
Bacabal;MA;Recife;PE;287;11;1;SUBSIDIÁRIO
Bacabal;MA;Rondon Do Para;PA;153;6;2;SUBSIDIÁRIO
Bacabal;MA;Salgueiro;PE;69;3;1;SUBSIDIÁRIO
Bacabal;MA;Santa Maria Do Para;PA;355;13;1;SUBSIDIÁRIO
Bacabal;MA;Serra Talhada;PE;61;3;1;SUBSIDIÁRIO
Bacabal;MA;Sobral;CE;941;34;3;SUBSIDIÁRIO
Bacabal;MA;Sousa;PB;199;8;1;SUBSIDIÁRIO
Bacabal;MA;Tiangua;CE;1177;43;3;SUBSIDIÁRIO
Bacabal;MA;Tucurui;PA;166;6;2;SUBSIDIÁRIO
Bacabal;MA;Uruacu;GO;32;2;5;SUBSIDIÁRIO
Bacabal;MA;Valenca Do Piaui;PI;38;2;1;SUBSIDIÁRIO
Bacabeira;MA;Brasil Novo;PA;2;1;1;SUBSIDIÁRIO
Bacabeira;MA;Itupiranga;PA;13;1;1;SUBSIDIÁRIO
Bacabeira;MA;Maraba;PA;311;12;1;SUBSIDIÁRIO
Bacabeira;MA;Medicilandia;PA;45;2;1;SUBSIDIÁRIO
Bacabeira;MA;Novo Repartimento;PA;18;1;1;SUBSIDIÁRIO
Bacabeira;MA;Pacaja;PA;17;1;1;SUBSIDIÁRIO
Bacabeira;MA;Placas;PA;12;1;1;SUBSIDIÁRIO
Bacabeira;MA;Ruropolis;PA;28;1;1;SUBSIDIÁRIO
Bacabeira;MA;Santarem;PA;13;1;1;SUBSIDIÁRIO
Bacabeira;MA;Teresina;PI;558;20;1;SUBSIDIÁRIO
Bage;RS;Balneario Camboriu;SC;413;15;1;SUBSIDIÁRIO
Bage;RS;Curitiba;PR;630;23;1;SUBSIDIÁRIO
Bage;RS;Florianopolis;SC;1802;65;1;SUBSIDIÁRIO
Bage;RS;Garopaba;SC;88;4;1;SUBSIDIÁRIO
Bage;RS;Imbituba;SC;40;2;1;SUBSIDIÁRIO
Bage;RS;Itajai;SC;625;23;1;SUBSIDIÁRIO
Bage;RS;Itapema;SC;217;8;1;SUBSIDIÁRIO
Bage;RS;Joinville;SC;280;10;1;SUBSIDIÁRIO
Bage;RS;Lages;SC;13;1;1;SUBSIDIÁRIO
Bage;RS;Laguna;SC;56;2;1;SUBSIDIÁRIO
Bage;RS;Mafra;SC;1;1;1;SUBSIDIÁRIO
Bage;RS;Sao Paulo;SP;393;15;1;SUBSIDIÁRIO
Bage;RS;Sombrio;SC;45;2;1;SUBSIDIÁRIO
Bage;RS;Tijucas;SC;100;4;1;SUBSIDIÁRIO
Bage;RS;Tubarao;SC;241;9;1;SUBSIDIÁRIO
Baixa Grande Do Ribeiro;PI;Benedito Leite;MA;1318;48;1;SUBSIDIÁRIO
Baixa Grande Do Ribeiro;PI;Timon;MA;984;36;1;SUBSIDIÁRIO
Baixa Grande;BA;Sao Paulo;SP;331;12;1;SUBSIDIÁRIO
